seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-1167,act-stewardship-park-volunteering,stewardship_volunteering,Park volunteering,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1168,act-stewardship-habitat-monitoring,stewardship_volunteering,Habitat monitoring,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1169,act-stewardship-habitat-monitoring,stewardship_volunteering,Habitat monitoring,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1170,act-stewardship-habitat-monitoring,stewardship_volunteering,Habitat monitoring,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1171,act-stewardship-citizen-science-surveys,stewardship_volunteering,Citizen-science surveys,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1172,act-stewardship-citizen-science-surveys,stewardship_volunteering,Citizen-science surveys,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1173,act-stewardship-citizen-science-surveys,stewardship_volunteering,Citizen-science surveys,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1174,act-stewardship-water-sampling,stewardship_volunteering,Water sampling,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1175,act-stewardship-water-sampling,stewardship_volunteering,Water sampling,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1176,act-stewardship-water-sampling,stewardship_volunteering,Water sampling,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1177,act-stewardship-trail-marking,stewardship_volunteering,Trail marking,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1178,act-stewardship-trail-marking,stewardship_volunteering,Trail marking,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1179,act-stewardship-trail-marking,stewardship_volunteering,Trail marking,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1180,act-stewardship-event-course-setup,stewardship_volunteering,Event-course setup,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1181,act-stewardship-event-course-setup,stewardship_volunteering,Event-course setup,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1182,act-stewardship-event-course-setup,stewardship_volunteering,Event-course setup,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1183,act-stewardship-aid-station-operation,stewardship_volunteering,Aid-station operation,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1184,act-stewardship-aid-station-operation,stewardship_volunteering,Aid-station operation,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1185,act-stewardship-aid-station-operation,stewardship_volunteering,Aid-station operation,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1186,act-stewardship-outdoor-equipment-lending,stewardship_volunteering,Outdoor equipment lending,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1187,act-stewardship-outdoor-equipment-lending,stewardship_volunteering,Outdoor equipment lending,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1188,act-stewardship-outdoor-equipment-lending,stewardship_volunteering,Outdoor equipment lending,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1189,act-stewardship-community-composting,stewardship_volunteering,Community composting,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1190,act-stewardship-community-composting,stewardship_volunteering,Community composting,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1191,act-stewardship-community-composting,stewardship_volunteering,Community composting,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1192,act-stewardship-river-cleanup,stewardship_volunteering,River cleanup,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1193,act-stewardship-river-cleanup,stewardship_volunteering,River cleanup,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1194,act-stewardship-river-cleanup,stewardship_volunteering,River cleanup,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1195,act-stewardship-adopt-a-road-cleanup,stewardship_volunteering,Adopt-a-road cleanup,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1196,act-stewardship-adopt-a-road-cleanup,stewardship_volunteering,Adopt-a-road cleanup,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1197,act-stewardship-adopt-a-road-cleanup,stewardship_volunteering,Adopt-a-road cleanup,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1198,act-stewardship-wildlife-habitat-restoration,stewardship_volunteering,Wildlife habitat restoration,ordinary participant or hobbyist,carry tools and hardware,walking work site,"brush, mud, heat, distance",gloves; long tools,tool_transport,"tools collide, snag, or require multiple carriers",buckets and shoulder carrying,volunteer tool and hardware carry system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1199,act-stewardship-wildlife-habitat-restoration,stewardship_volunteering,Wildlife habitat restoration,ordinary participant or hobbyist,collect mixed waste,moving along route,"sharp, wet, dirty objects",gloved hands; repeated bending,collection_sorting,bags tear and waste types mix,double bags and buckets,puncture-resistant segmented collector,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1200,act-stewardship-wildlife-habitat-restoration,stewardship_volunteering,Wildlife habitat restoration,ordinary participant or hobbyist,mark and document work,distributed field team,"weather, low signal, distance",hands occupied,field_recording,locations and completion state are lost,"texts, paper, improvised flags",simple weatherproof field status kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1201,act-outdoors-hiking-with-babies,outdoors_with_children,Hiking with babies,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1202,act-outdoors-hiking-with-babies,outdoors_with_children,Hiking with babies,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1203,act-outdoors-hiking-with-babies,outdoors_with_children,Hiking with babies,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1204,act-outdoors-hiking-with-toddlers,outdoors_with_children,Hiking with toddlers,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1205,act-outdoors-hiking-with-toddlers,outdoors_with_children,Hiking with toddlers,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1206,act-outdoors-hiking-with-toddlers,outdoors_with_children,Hiking with toddlers,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1207,act-outdoors-stroller-trail-use,outdoors_with_children,Stroller trail use,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1208,act-outdoors-stroller-trail-use,outdoors_with_children,Stroller trail use,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1209,act-outdoors-stroller-trail-use,outdoors_with_children,Stroller trail use,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1210,act-outdoors-children-creek-play,outdoors_with_children,Children creek play,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1211,act-outdoors-children-creek-play,outdoors_with_children,Children creek play,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1212,act-outdoors-children-creek-play,outdoors_with_children,Children creek play,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1213,act-outdoors-school-field-trips,outdoors_with_children,School field trips,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1214,act-outdoors-school-field-trips,outdoors_with_children,School field trips,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1215,act-outdoors-school-field-trips,outdoors_with_children,School field trips,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1216,act-outdoors-scouting,outdoors_with_children,Scouting,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1217,act-outdoors-scouting,outdoors_with_children,Scouting,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1218,act-outdoors-scouting,outdoors_with_children,Scouting,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1219,act-outdoors-outdoor-homeschooling,outdoors_with_children,Outdoor homeschooling,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1220,act-outdoors-outdoor-homeschooling,outdoors_with_children,Outdoor homeschooling,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1221,act-outdoors-outdoor-homeschooling,outdoors_with_children,Outdoor homeschooling,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1222,act-outdoors-nature-scavenger-hunts,outdoors_with_children,Nature scavenger hunts,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1223,act-outdoors-nature-scavenger-hunts,outdoors_with_children,Nature scavenger hunts,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1224,act-outdoors-nature-scavenger-hunts,outdoors_with_children,Nature scavenger hunts,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1225,act-outdoors-family-fishing,outdoors_with_children,Family fishing,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1226,act-outdoors-family-fishing,outdoors_with_children,Family fishing,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1227,act-outdoors-family-fishing,outdoors_with_children,Family fishing,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1228,act-outdoors-family-camping-routines,outdoors_with_children,Family camping routines,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1229,act-outdoors-family-camping-routines,outdoors_with_children,Family camping routines,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1230,act-outdoors-family-camping-routines,outdoors_with_children,Family camping routines,ordinary participant or hobbyist,provide safe personal lighting,nighttime movement,"darkness, uneven ground",child hands small; adult occupied,visibility,child cannot aim or retain normal flashlight,glow sticks and handheld lights,wearable low-glare child task light,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1231,act-outdoors-children-cycling,outdoors_with_children,Children cycling,ordinary participant or hobbyist,manage routine transitions,moving between vehicle and activity,"weather, urgency, multiple dependents",adult hands occupied,multi_person_coordination,"shoes, snacks, layers, and bathroom needs collide",multiple tote bags and verbal reminders,indexed child outdoor routine kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-1232,act-outdoors-children-cycling,outdoors_with_children,Children cycling,ordinary participant or hobbyist,contain wet and dirty clothing,returning from play,"mud, sand, water",adult carrying child or gear,dirty_clean_transition,wet items spread contamination,trash bags and towels,labeled washable wet-item modules,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
